state,county,trump16,clinton16,otherpres16,romney12,obama12,otherpres12,demsen16,repsen16,othersen16,demhouse16,rephouse16,otherhouse16,demgov16,repgov16,othergov16,repgov14,demgov14,othergov14,total_population,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,fips
Alabama,Chilton,15081,2911,377,13932,3397,133,3327.0,14582.0,25.0,2996.0,14723.0,12.0,,,,9028.0,2419.0,0.0,43817.0,31555.0,80.6102654220964,10.0098135426889,7.62489444736061,19.3897345779036,5.55720382499943,50.7976356208777,38.8342424173266,15.2497888947212,42594.0,7.93858045646838,19.9024718345384,85.1454514881453,17.8497921627184,84.3819363170427,86.7447242398552,1.0,01021
Alabama,Choctaw,4106,3109,77,4152,3786,30,2992.0,4035.0,8.0,4332.0,0.0,94.0,,,,2380.0,1947.0,0.0,13287.0,10515.0,56.2053134642884,42.2292466320464,0.55693535034244,43.7946865357116,0.165575374426131,52.2164521712953,33.4010687137804,20.7496048769474,32622.0,13.6428137036286,21.14733276884,88.0397967823878,17.6889375684556,87.4589266155531,100.0,9.0,01023
Alabama,Clarke,7140,5749,142,7470,6334,47,5558.0,7158.0,14.0,5214.0,2848.0,127.0,,,,5000.0,3524.0,0.0,24847.0,19195.0,53.1774459693323,45.4944258864249,0.173059121825573,46.8225540306677,0.466857165855033,52.7588843723588,36.6040165814786,18.0625427617016,32735.0,17.0833333333333,18.9578192926801,87.8627658324521,14.1369977097647,82.0841140953571,75.980335230132,7.0,01025
Alabama,Clay,5245,1237,142,4817,1777,68,1377.0,5147.0,4.0,1317.0,5231.0,4.0,,,,3199.0,1215.0,0.0,13483.0,10360.0,80.2640361937254,14.7444930653415,3.10761699918416,19.7359638062746,1.89127048876363,51.5538084995921,34.8438774753393,19.4022101906104,38815.0,6.59153005464481,25.3864069447385,88.9371162396782,21.8043202033037,87.5222363405337,100.0,9.0,01027
Alabama,Cleburne,5764,684,145,5272,971,62,847.0,5554.0,6.0,769.0,5644.0,4.0,,,,3129.0,717.0,0.0,14991.0,11295.0,92.7956774064439,2.36141685011007,2.32806350476953,7.20432259355613,1.74771529584417,50.4836235074378,36.1416850110066,18.1642318724568,36316.0,7.17360114777618,25.815164962377,88.4719274551418,24.2629686697483,88.6594761171032,100.0,8.0,01029
Alabama,Coffee,15875,4221,671,14666,4925,179,4498.0,15745.0,49.0,5917.0,10877.0,3087.0,,,,8545.0,2403.0,0.0,50991.0,37955.0,71.3714184856151,17.0049616599008,6.55802004275264,28.6285815143849,3.73791453393736,50.5599027279324,38.4813006216783,15.7831774234669,47872.0,6.19426261916268,14.863927890449,76.3332755532443,12.6492479454179,74.2053031477748,47.1950828862016,4.0,01031
Alabama,Colbert,16746,7312,857,13936,9166,283,8443.0,15866.0,28.0,0.0,16676.0,319.0,,,,9524.0,6111.0,0.0,54377.0,42235.0,78.8531916067455,15.6481600676757,2.40175074020266,21.1468083932545,1.56132188241352,51.687294260441,35.5885760523751,18.4526546150027,43786.0,7.52588989979456,16.5765200804787,81.5290951373102,15.2372645928223,81.2449526762929,43.8946865583891,3.0,01033
Alabama,Conecuh,3420,3080,85,3439,3555,28,3006.0,3298.0,7.0,3209.0,2889.0,43.0,,,,2370.0,2344.0,0.0,12697.0,9825.0,50.7206426714972,46.2156414901158,1.76419626683469,49.2793573285028,0.850594628652438,52.524218319288,35.6540915176813,20.2646294400252,27609.0,20.4278523489933,20.5722070844687,91.3374205267938,19.6781421878183,89.3460990018334,80.9495010583611,7.0,01035
Alabama,Coosa,3381,1782,89,3049,2191,29,1788.0,3378.0,8.0,1766.0,3337.0,3.0,,,,2259.0,1579.0,0.0,10864.0,8755.0,65.0220913107511,32.3637702503682,1.28865979381443,34.9779086892489,1.25184094256259,50.7087628865979,31.0843151693667,18.6671575846834,31910.0,12.5758282781148,27.0646262805109,90.0594410016441,22.3313810693369,90.0056678632156,100.0,8.0,01037
Alabama,Covington,13267,2387,286,12153,3158,112,2740.0,12690.0,36.0,3759.0,9540.0,1809.0,,,,6155.0,1777.0,0.0,37729.0,29295.0,83.5140077924143,12.9767552810835,1.5319780540168,16.4859922075857,0.954173182432612,51.7108855257229,35.3441649659413,20.1781123273874,37313.0,10.6594902251918,19.0661331722784,85.0785142684584,17.9734248504048,83.8085181274199,69.6517939891434,6.0,01039
Alabama,Crenshaw,4513,1664,90,4331,2050,37,1734.0,4392.0,11.0,2217.0,3287.0,499.0,,,,2953.0,1762.0,0.0,13896.0,10535.0,70.8693149107657,23.6758779504894,1.6839378238342,29.1306850892343,2.28842832469775,50.61168681635,36.8955094991364,17.5086355785838,37557.0,7.35557363710334,21.6835933410114,85.352319128887,20.7514699555428,84.5833930876237,100.0,8.0,01041
Alabama,Cullman,32989,3798,1086,28999,5052,406,5207.0,32001.0,57.0,0.0,33239.0,311.0,,,,16592.0,3693.0,0.0,81316.0,61625.0,92.4639677308279,1.03669634512273,4.21319297555217,7.53603226917213,2.83339072261302,50.5632347877416,36.9324610162822,17.7517339760933,39297.0,6.06475679771515,17.8435097562275,85.0309820144523,16.8047404276198,84.7993055424506,73.2395592368729,4.0,01043
Alabama,Dale,13808,4413,528,13108,5286,163,4625.0,13652.0,58.0,6071.0,8988.0,2940.0,,,,8170.0,2794.0,0.0,49607.0,37405.0,70.1917068155704,19.4025036789163,5.8882818957002,29.8082931844296,2.74558026085028,50.726711955974,39.982260568065,15.4292740943818,44093.0,10.3924418604651,14.1653928004076,83.9313011419836,12.7444233027003,83.1828670904012,50.8885395315516,4.0,01045
Alabama,Dallas,5789,12836,167,6288,14612,53,12388.0,6060.0,14.0,14885.0,0.0,201.0,,,,4115.0,8444.0,0.0,41426.0,30615.0,28.0693284410757,69.4974170810602,0.958335344952445,71.9306715589243,1.47250518997731,53.8260995510066,40.6990778737991,15.6761454159224,28136.0,14.8970170454545,20.98158147792,86.2156964272505,14.3532058492688,80.0112485939258,45.6389776357827,4.0,01047
Alabama,DeKalb,21405,3622,799,18331,5239,293,4749.0,20347.0,27.0,0.0,20679.0,339.0,,,,12562.0,3678.0,0.0,70937.0,49580.0,81.0155490082749,1.47736724135501,14.0152529709461,18.9844509917251,7.27687948461311,50.4715451738867,39.0459139800104,15.5320918561541,38248.0,6.33996117024838,27.3629848229342,88.6340640809444,22.2584680287459,88.0282553775968,90.1306445035087,6.0,01049
Alabama,Elmore,27634,8443,1183,26253,8954,278,8833.0,27591.0,102.0,10573.0,20519.0,4611.0,,,,15138.0,5500.0,0.0,80957.0,61485.0,73.6885013031609,21.1124424076979,2.80148720925924,26.3114986968391,1.95165334683845,51.3976555455365,38.6637350692343,13.8876193534839,53398.0,7.47316153013953,13.171974522293,77.761601455869,11.4209764317756,75.8740179906487,54.1883661399947,2.0,01051
Alabama,Escambia,9935,4605,305,9287,5489,93,4625.0,9555.0,17.0,0.0,10076.0,194.0,,,,6012.0,3028.0,0.0,37875.0,29330.0,60.5940594059406,32.3300330033003,2.05940594059406,39.4059405940594,0.736633663366337,48.8052805280528,37.7372937293729,16.6574257425743,32334.0,15.2370842179759,19.5442900395932,88.3743498175607,16.4528756398675,86.3294188497441,63.5115738928469,6.0,01053
Alabama,Etowah,32353,10442,1369,29130,12803,597,11981.0,31441.0,84.0,0.0,33845.0,797.0,,,,17443.0,8840.0,0.0,103363.0,78780.0,78.4313535791337,15.2849665741126,3.62992560200459,21.5686464208663,2.88207579114383,51.6200187688051,36.3573038708242,17.3630796319766,40478.0,8.45582563853935,17.5490961838875,83.5081455032359,16.0832221195634,82.3803168736954,37.4834817581155,3.0,01055
Alabama,Fayette,6712,1362,175,6054,1817,75,1497.0,6555.0,13.0,0.0,6692.0,59.0,,,,4837.0,1951.0,0.0,16783.0,13155.0,85.2291008758863,12.2385747482572,0.858011082643151,14.7708991241137,0.560090567836501,50.4796520288387,34.8149913603051,19.5495441816123,36205.0,8.77476155539252,20.7691004573945,85.8546501778757,21.2228447852158,84.8717192568564,80.2331651296329,6.0,01057
Alabama,Franklin,9466,2197,377,7567,3171,121,2850.0,8670.0,14.0,0.0,9063.0,125.0,,,,4949.0,2617.0,0.0,31573.0,21935.0,78.0730370886517,4.06043138124347,16.0168498400532,21.9269629113483,8.88417318595002,50.7395559497039,39.460931808824,16.0358534190606,36138.0,9.71294324939432,24.3310397553517,87.6099006116208,19.4158075601375,85.9908361970218,70.3665152662125,6.0,01059
Alabama,Geneva,9994,1525,239,9175,2039,106,1803.0,9606.0,28.0,3537.0,5556.0,2156.0,,,,6116.0,1219.0,0.0,26765.0,20515.0,84.0612740519335,9.42275359611433,3.70633289744069,15.9387259480665,1.67756398281338,51.1600971417896,35.2736783112273,18.9501214272371,36519.0,10.3151610920902,22.3132145705929,88.3382079234246,20.934671510375,87.6978018594914,89.6416573348264,3.0,01061
Alabama,Greene,838,4013,29,804,4521,15,3834.0,918.0,3.0,4206.0,0.0,25.0,,,,538.0,2857.0,0.0,8587.0,6595.0,17.1421916851054,81.1808547804821,0.617212064749039,82.8578083148946,0.25620123442413,52.3465703971119,37.6033539070688,18.0039594736229,21339.0,18.1533101045296,23.0511316010059,90.0251466890193,9.98415213946117,82.9635499207607,100.0,8.0,01063
Alabama,Hale,3173,4775,92,3210,5411,22,4650.0,3208.0,5.0,5703.0,0.0,92.0,,,,2000.0,3168.0,0.0,15159.0,11565.0,39.9696549904347,58.2822085889571,1.20720364140115,60.0303450095653,1.03568836994525,53.0246058447127,38.0170195923214,17.6594762187479,33351.0,12.0593368237347,18.6039691074396,85.9712581875061,12.9222398549082,81.9768759918386,89.1687817258883,3.0,01065
Alabama,Henry,5632,2292,148,5628,3083,49,2366.0,5506.0,23.0,3127.0,3464.0,1145.0,,,,3330.0,1774.0,0.0,17187.0,13335.0,68.5634491185198,27.8873567231047,2.53098271949729,31.4365508814802,1.71059521731541,51.7018676906965,33.6184325362192,20.6318729272124,41045.0,7.52984389348026,19.3028393748466,83.855658293102,14.453125,81.5831801470588,87.7528609409317,3.0,01067
Alabama,Houston,30728,10664,1247,29270,12367,281,11219.0,30494.0,120.0,15008.0,18575.0,7371.0,,,,17214.0,6198.0,0.0,103891.0,78085.0,67.4524261004322,26.3747581599946,3.18699406108325,32.5475738995678,2.31685131532087,52.0824710513904,38.3979362986207,16.0485508850622,41945.0,8.06925498426023,15.0961524875306,78.9820976926229,11.0788496484159,75.1540649442996,33.804051325987,3.0,01069
Alabama,Jackson,16672,3673,639,14439,5822,316,4538.0,15742.0,21.0,4527.0,15520.0,26.0,,,,8244.0,3227.0,0.0,52608.0,40730.0,89.4920924574209,3.29417579075426,2.72772201946472,10.5079075425791,2.25631082725061,51.0283607055961,34.8426094890511,18.4515663017032,38422.0,8.60941586748038,20.5151000835152,87.421536140521,19.8329482850542,87.2874829690184,77.0173032483514,6.0,01071
Alabama,Jefferson,134768,156873,12550,141683,159876,2359,156574.0,144136.0,453.0,160844.0,122666.0,1201.0,,,,83005.0,82652.0,0.0,659096.0,491015.0,50.6709189556605,42.3396591695292,3.68929564130263,49.3290810443395,3.92583174529962,52.6668345734157,39.6523419957032,14.3100549844029,47220.0,8.21716620076396,11.0052298042802,68.559752699525,7.88907315427128,59.4423205915879,9.83376514504925,1.0,01073
Alabama,Lamar,5823,1036,107,5457,1646,63,1125.0,5634.0,4.0,0.0,5680.0,55.0,,,,3155.0,1249.0,0.0,14066.0,10960.0,86.1367837338262,11.2611972131381,1.42897767666714,13.8632162661738,0.846011659320347,51.5640551684914,34.0892933314375,20.2189677235888,34298.0,9.52548330404218,22.5845169033807,86.9373874774955,21.9573400250941,86.55184213528,100.0,8.0,01075
Alabama,Lauderdale,27899,9952,1674,23911,12511,502,11652.0,27092.0,43.0,11805.0,26710.0,42.0,,,,15725.0,7399.0,0.0,92641.0,72735.0,84.9915264299824,9.76349564447707,2.39310888267614,15.0084735700176,2.05308664630131,52.2230977644887,37.8029166351831,18.3126261590441,43657.0,7.64039130843759,15.1374548679293,78.3207702540065,13.8632363880472,77.647549757788,49.2951061924948,3.0,01077
Alabama,Lawrence,10833,3627,369,8874,5069,169,4171.0,10254.0,16.0,0.0,10662.0,134.0,,,,5851.0,3293.0,0.0,33433.0,25995.0,76.657793198337,11.3660156133162,2.06682020757934,23.342206801663,0.726826787904167,51.329524721084,35.8687524302336,16.1517063978704,42339.0,8.31517792302106,22.4569940666752,89.6913817390191,23.3167965981573,90.1651856293954,91.2897871225138,3.0,01079
Alabama,Lee,34617,21230,3344,32194,21381,784,21475.0,36684.0,135.0,21148.0,36909.0,113.0,,,,16188.0,10004.0,0.0,153947.0,115345.0,67.8675128453299,23.0865167882453,3.6902310535444,32.1324871546701,5.1576191806271,50.6148219841894,49.202647664456,10.3210845290912,45056.0,6.07052896725441,11.2875836579762,65.5878533613026,7.61671558532116,61.1153453224577,27.4094989554144,3.0,01081
Alabama,Limestone,29067,9468,1759,25295,9829,335,10233.0,29203.0,57.0,10243.0,29093.0,46.0,,,,17471.0,5327.0,0.0,90257.0,67250.0,77.436653112778,12.6749171809389,5.68930941644415,22.563346887222,4.3298580719501,49.9806109221445,37.5815726204062,13.910278427158,51115.0,7.9436443632342,16.8434457411825,76.7393126571668,14.9047667036179,75.5779502166683,57.6091420840279,2.0,01083
Alabama,Lowndes,1751,4883,50,1756,5747,18,4580.0,1839.0,7.0,5174.0,0.0,61.0,,,,1174.0,3127.0,0.0,10565.0,8100.0,24.4013251301467,74.6426881211548,0.473260766682442,75.5986748698533,0.302886890676763,52.2479886417416,38.5328916232844,17.3402744912447,27914.0,12.2660098522167,25.191905094208,87.7180739706909,9.7,76.4,100.0,2.0,01085
Alabama,Macon,1431,7566,143,1331,9045,18,7442.0,1553.0,9.0,7400.0,1600.0,7.0,,,,829.0,4828.0,0.0,19684.0,16035.0,15.4236943710628,81.5332249542776,1.6460069091648,84.5763056289372,1.12781954887218,53.9118065433855,42.5828083722821,16.7496443812233,32390.0,15.0369210114119,19.5343966489447,79.9581118092476,13.4742404227213,77.4988991633642,55.5472683199702,6.0,01087
Alabama,Madison,89520,62822,11047,90884,62015,2160,62870.0,97796.0,324.0,63664.0,96739.0,295.0,,,,60065.0,25929.0,0.0,349973.0,261510.0,65.4310475379529,23.9829929737437,4.67521780251619,34.5689524620471,5.56071468370417,51.1148002845934,39.3998965634492,13.6679115246033,60150.0,7.33354723076583,9.18516829835649,59.3280730861946,6.89611232805228,55.7004423463165,16.4415147650465,2.0,01089
Alabama,Marengo,5233,5615,146,5336,6167,34,5419.0,5294.0,5.0,7343.0,0.0,139.0,,,,3149.0,3759.0,0.0,20066.0,15310.0,45.4500149506628,52.7608890660819,0.946875311472142,54.5499850493372,0.907006877304894,52.9901325625436,37.5161965513804,18.6384929731885,30713.0,14.0748413828823,16.141530813656,85.2109072300607,12.3762376237624,80.8880888088809,69.3156417938841,7.0,01091
Alabama,Marion,11274,1432,278,9697,2249,159,1961.0,10753.0,27.0,0.0,11283.0,120.0,,,,6058.0,2098.0,0.0,30239.0,23725.0,92.0466946658289,3.24746188696716,2.40087304474354,7.95330533417111,1.61711696815371,50.5340785078872,34.313304011376,20.0965640398161,34074.0,7.64816852696117,20.108645185254,87.5336614356022,19.7384185303514,87.2953274760383,88.8549519105797,7.0,01093
Alabama,Marshall,29233,4917,1166,25867,6299,400,5898.0,28532.0,55.0,0.0,29774.0,395.0,,,,16515.0,3342.0,0.0,94534.0,65925.0,82.3418029492035,2.09025324221973,12.9159878985339,17.6581970507965,7.17096494382973,50.708739712696,39.3191867476252,16.4046797977447,39831.0,7.17379206890712,21.3947542846321,83.4327557365148,17.4701307177693,81.8209837373316,53.2686870424322,4.0,01095
Alabama,Mobile,95116,72186,5435,94893,78760,1211,71602.0,97911.0,379.0,0.0,106568.0,5360.0,,,,48401.0,34530.0,0.0,414291.0,308975.0,57.8508825921876,35.2015853590834,2.64475935996679,42.1491174078124,3.10506383194421,52.1358175774999,40.7078599342008,14.5436420293948,44263.0,8.69685418228411,14.2226248031052,77.4876042678424,12.4249678644292,74.2337582697501,20.0202425228576,2.0,01097
Alabama,Monroe,5795,4332,144,5741,4914,53,4255.0,5854.0,13.0,0.0,5910.0,146.0,,,,3499.0,2570.0,0.0,21975.0,16820.0,54.6666666666667,42.4163822525597,0.618885096700796,45.3333333333333,0.200227531285552,52.1183162684869,37.3014789533561,17.806598407281,28182.0,21.8331119430021,17.9681729671658,87.6049150607668,14.295652173913,83.8608695652174,79.0445638980406,7.0,01099
Alabama,Montgomery,34003,58916,2959,38332,63085,507,57972.0,36477.0,162.0,58960.0,32114.0,2202.0,,,,23757.0,33261.0,0.0,227392.0,168750.0,35.9423374613003,56.6893294399099,3.31146214466648,64.0576625386997,4.35899240078807,52.6192654095131,41.6197579510273,13.2568428088939,45358.0,8.44776795830501,14.4870462178154,68.5404339250493,6.97953102733515,57.3649436455499,10.4912300589023,2.0,01101
Alabama,Morgan,37486,11254,1904,35391,13439,493,12325.0,37448.0,57.0,11995.0,37658.0,37.0,,,,22384.0,6693.0,0.0,119555.0,88065.0,76.6191292710468,12.0530299861988,7.81146752540672,23.3808707289532,4.31851449123834,50.7766300029275,37.4739659570909,15.7534189285266,46883.0,8.93143093614495,17.5088074311558,78.5708190606219,14.5957948160232,76.4727206815298,38.5973721650347,3.0,01103
Alabama,Perry,1407,3824,47,1506,4568,25,3656.0,1496.0,2.0,4224.0,0.0,36.0,,,,961.0,2627.0,0.0,9856.0,7625.0,29.6266233766234,68.5876623376623,0.953733766233766,70.3733766233766,0.375405844155844,52.6075487012987,41.5178571428571,18.8616071428571,24912.0,11.7301038062284,23.615552937216,85.5074903214947,13.5311871227364,78.9235412474849,100.0,8.0,01105
